date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:06:58	10260/10260	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2017:11:25%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.10	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min18be.css	(from https://attracionemen.com.br/)
15:06:59	456376/456376	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2017:11:55%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.22.1	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor-pro/assets/css/frontend.min4d52.css	(from https://attracionemen.com.br/)
15:06:59	254/254	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2017:11:25%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.25.10	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-image.min18be.css	(from https://attracionemen.com.br/)
15:06:59	600/600	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2017:11:25%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.25.10	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-heading.min18be.css	(from https://attracionemen.com.br/)
15:06:59	540/540	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2017:11:25%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.25.10	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-image-carousel.min18be.css	(from https://attracionemen.com.br/)
15:07:00	9929/9929	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2017:11:25%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.25.10	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min18be.css	(from https://attracionemen.com.br/)
15:07:00	4296/4296	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2017:11:25%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.25.10	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-divider.min18be.css	(from https://attracionemen.com.br/)
15:07:00	704/704	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2017:11:25%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.25.10	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-text-editor.min18be.css	(from https://attracionemen.com.br/)
15:07:00	5085/5085	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2017:11:25%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min.css?ver=3.25.10	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min18be.css	(from https://attracionemen.com.br/)
15:07:01	138154/138154	---M-Z	200	added ('OK')	text/css	date:Wed,%2015%20Jan%202025%2014:34:13%20GMT	https://attracionemen.com.br/wp-content/uploads/elementor/css/post-7.css?ver=1736951653	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/elementor/css/post-73c2d.css	(from https://attracionemen.com.br/)
15:07:01	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2017:14:24%20GMT	https://attracionemen.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://attracionemen.com.br/)
15:07:01	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://attracionemen.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://attracionemen.com.br/)
15:07:02	834/834	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20Jan%202025%2018:07:02%20GMT	https://attracionemen.com.br/xmlrpc.php?rsd	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/xmlrpc0db0.php	(from https://attracionemen.com.br/)
15:07:02	143938/143938	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20Jan%202025%2018:07:01%20GMT	https://attracionemen.com.br/wp-json/wp/v2/pages/7	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-json/wp/v2/pages/7.json	(from https://attracionemen.com.br/)
15:07:02	2102/2102	---M--	200	added ('OK')	application/json	date:Thu,%2016%20Jan%202025%2018:07:02%20GMT	https://attracionemen.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fattracionemen.com.br%2F	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-json/oembed/1.0/embed903a.json	(from https://attracionemen.com.br/)
15:07:02	214736/214736	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20Jan%202025%2018:07:02%20GMT	https://attracionemen.com.br/wp-json/	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-json/index.html	(from https://attracionemen.com.br/)
15:07:02	2264/2264	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20Jan%202025%2018:07:02%20GMT	https://attracionemen.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fattracionemen.com.br%2F&format=xml	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-json/oembed/1.0/embed7dce	(from https://attracionemen.com.br/)
15:07:03	24139/24139	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jan%202025%2018:07:02%20GMT	https://attracionemen.com.br/document.location.href	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/document.location.href	(from https://attracionemen.com.br/)
15:07:03	24139/24139	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jan%202025%2018:07:03%20GMT	https://attracionemen.com.br/links[i].href	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/links[i].href	(from https://attracionemen.com.br/)
15:07:03	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2016%20Jan%202025%2018:07:03%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/www.googletagmanager.com/gtm.185445.delayed	(from https://attracionemen.com.br/)
15:07:04	24139/24139	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jan%202025%2018:07:03%20GMT	https://attracionemen.com.br/window.location.href	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/window.location.href	(from https://attracionemen.com.br/)
15:07:04	24139/24139	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Jan%202025%2018:07:04%20GMT	https://attracionemen.com.br/baseUrl	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/baseUrl	(from https://attracionemen.com.br/)
15:07:04	1026/1026	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:51:32%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/cropped-faviconattr-Copia-32x32.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/cropped-faviconattr-Copia-32x32.webp	(from https://attracionemen.com.br/)
15:07:04	5038/5038	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:51:32%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/cropped-faviconattr-Copia-192x192.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/cropped-faviconattr-Copia-192x192.webp	(from https://attracionemen.com.br/)
15:07:04	4808/4808	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:51:32%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/cropped-faviconattr-Copia-180x180.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/cropped-faviconattr-Copia-180x180.webp	(from https://attracionemen.com.br/)
15:07:05	8898/8898	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Nov%202024%2017:13:02%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/attracione-men-preta.png	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/attracione-men-preta.png	(from https://attracionemen.com.br/)
15:07:05	187578/187578	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:03%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/foto4de5attracionemen.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/foto4de5attracionemen.webp	(from https://attracionemen.com.br/)
15:07:05	67964/67964	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:05%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/Foto1de5paginattracionemen.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/Foto1de5paginattracionemen.webp	(from https://attracionemen.com.br/)
15:07:05	89394/89394	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:06%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/Foto3de5paginattracionemen.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/Foto3de5paginattracionemen.webp	(from https://attracionemen.com.br/)
15:07:05	99642/99642	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:08%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/Foto2de5paginattracionemen.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/Foto2de5paginattracionemen.webp	(from https://attracionemen.com.br/)
15:07:06	146886/146886	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:09%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/foto5de5attracionemen.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/foto5de5attracionemen.webp	(from https://attracionemen.com.br/)
15:07:06	50598/50598	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:11%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/icongarantia.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/icongarantia.webp	(from https://attracionemen.com.br/)
15:07:06	43870/43870	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:11%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/iconfrete-gratis.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/iconfrete-gratis.webp	(from https://attracionemen.com.br/)
15:07:06	7706/7706	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:12%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/terra-logo.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/terra-logo.webp	(from https://attracionemen.com.br/)
15:07:07	2412/2412	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:12%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/folha-de-s-paulo.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/folha-de-s-paulo.webp	(from https://attracionemen.com.br/)
15:07:07	3566/3566	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:12%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/metropoles.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/metropoles.webp	(from https://attracionemen.com.br/)
15:07:07	4924/4924	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:12%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/sbticon.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/sbticon.webp	(from https://attracionemen.com.br/)
15:07:08	2349/2349	---M--	200	added ('OK')	image/jpeg	etag:%22ad0a2a4b6ae9f733da4c81b68215e74d%22	https://images.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/6736526734e089000a403727/thumbnail.jpg	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/images.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/6736526734e089000a403727/thumbnail.jpg	(from https://attracionemen.com.br/)
15:07:08	4028/4028	---M-Z	200	added ('OK')	text/javascript	etag:%2232f32fc41a480d81be242d6d63daa9f1%22	https://scripts.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/6736526734e089000a403727/player.js	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/scripts.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/6736526734e089000a403727/player.js	(from https://attracionemen.com.br/)
15:07:08	2466/2466	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:13:12%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/deteccao.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/deteccao.webp	(from https://attracionemen.com.br/)
15:07:09	6896/6896	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:15:21%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/resposta-cerebral.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/resposta-cerebral.webp	(from https://attracionemen.com.br/)
15:07:09	5792/5792	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2017:15:22%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/seducao.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/seducao.webp	(from https://attracionemen.com.br/)
15:07:09	8498/8498	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Nov%202024%2017:30:48%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/attracione-men.png	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/attracione-men.png	(from https://attracionemen.com.br/)
15:07:09	21304/21304	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Nov%202024%2017:47:01%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/800px-Estratetraenol_chemical_structure.png	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/800px-Estratetraenol_chemical_structure.png	(from https://attracionemen.com.br/)
15:07:09	4226/4226	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2018:07:47%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/starticon.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/starticon.webp	(from https://attracionemen.com.br/)
15:07:10	2486/2486	---M--	200	added ('OK')	image/jpeg	etag:%2282ca0a4724cc5a029fd91773e8b168e7%22	https://images.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c0731d6d76c000b121590/thumbnail.jpg	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/images.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c0731d6d76c000b121590/thumbnail.jpg	(from https://attracionemen.com.br/)
15:07:10	4025/4025	---M-Z	200	added ('OK')	text/javascript	etag:%22e8d63ff65232410afa301d38dde21758%22	https://scripts.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c0731d6d76c000b121590/player.js	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/scripts.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c0731d6d76c000b121590/player.js	(from https://attracionemen.com.br/)
15:07:10	2687/2687	---M--	200	added ('OK')	image/jpeg	etag:%221d297186e6ac0fbdbb5cf733c11b4046%22	https://images.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c07d8965510000bc1e855/thumbnail.jpg	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/images.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c07d8965510000bc1e855/thumbnail.jpg	(from https://attracionemen.com.br/)
15:07:10	4010/4010	---M-Z	200	added ('OK')	text/javascript	etag:%22c59bdbde17d82195dcff4502a13d2373%22	https://scripts.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c07d8965510000bc1e855/player.js	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/scripts.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c07d8965510000bc1e855/player.js	(from https://attracionemen.com.br/)
15:07:11	2352/2352	---M--	200	added ('OK')	image/jpeg	etag:%2200c13b978e7b8d94df33b6c36ae67e73%22	https://images.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c092584647c000a12748e/thumbnail.jpg	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/images.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c092584647c000a12748e/thumbnail.jpg	(from https://attracionemen.com.br/)
15:07:11	4006/4006	---M-Z	200	added ('OK')	text/javascript	etag:%229516c43879544a1c6e04e3fc92979213%22	https://scripts.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c092584647c000a12748e/player.js	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/scripts.converteai.net/f04f0ecc-f102-4f2c-90bf-0581be9dc00b/players/673c092584647c000a12748e/player.js	(from https://attracionemen.com.br/)
15:07:11	97720/97720	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Nov%202024%2018:33:11%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/H2_Foto_Attracione_Men_copiar.jpeg	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/H2_Foto_Attracione_Men_copiar.jpg	(from https://attracionemen.com.br/)
15:07:11	19638/19638	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2019:13:48%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/oferta1un.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/oferta1un.webp	(from https://attracionemen.com.br/)
15:07:12	3542/3542	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Nov%202024%2019:18:38%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/compra-segura-2.png	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/compra-segura-2.png	(from https://attracionemen.com.br/)
15:07:12	23264/23264	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2019:13:49%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/oferta3un.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/oferta3un.webp	(from https://attracionemen.com.br/)
15:07:12	18690/18690	---M--	200	added ('OK')	image/webp	date:Sun,%2024%20Nov%202024%2019:13:50%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/oferta2UN.webp	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/oferta2UN.webp	(from https://attracionemen.com.br/)
15:07:12	8364/8364	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Nov%202024%2019:18:53%20GMT	https://attracionemen.com.br/wp-content/uploads/2024/11/icons-siteseguro.png	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/uploads/2024/11/icons-siteseguro.png	(from https://attracionemen.com.br/)
15:07:13	33261/33261	---MCZ	200	added ('OK')	application/javascript	etag:W/%22234346615b452270c8ee1158258c83bb%22	https://diffuser-cdn.app-us1.com/diffuser/diffuser.js	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/diffuser-cdn.app-us1.com/diffuser/diffuser.js	(from https://attracionemen.com.br/)
15:07:13	43450/43450	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202025%2018:07:13%20GMT	https://attracionemen.com.br/politicas-de-privacidade/	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/politicas-de-privacidade/index.html	(from https://attracionemen.com.br/)
15:07:13	2749/2749	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Aug%202024%2011:45:30%20GMT	https://attracionemen.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.1.1	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.minb12b.js	(from https://attracionemen.com.br/)
15:07:14	50422/50422	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202025%2018:07:13%20GMT	https://attracionemen.com.br/trocas-e-devolucoes/	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/trocas-e-devolucoes/index.html	(from https://attracionemen.com.br/)
15:07:14	44422/44422	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jan%202025%2018:07:13%20GMT	https://attracionemen.com.br/envios-e-prazos/	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/envios-e-prazos/index.html	(from https://attracionemen.com.br/)
15:07:14	24109/24109	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Nov%202024%2017:11:56%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min1576.js	(from https://attracionemen.com.br/)
15:07:14	5825/5825	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Nov%202024%2017:11:56%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.22.1	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min4d52.js	(from https://attracionemen.com.br/)
15:07:14	5252/5252	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Nov%202024%2017:11:25%20GMT	https://attracionemen.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.25.10	C:/Users/Paulo/Desktop/perfume%20atracione/Atracione/attracionemen.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min18be.js	(from https://attracionemen.com.br/)
